Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Recycling_parsed,Cooking_With_parsed
normal,male,vegan,less frequently,electricity,private,petrol,often,237,very frequently,6938,large,6,20,45,5,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",5391,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
normal,male,pescatarian,daily,natural gas,private,electric,often,236,never,5140,medium,7,10,50,6,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave']",1884,"['Paper', 'Plastic']","['Stove', 'Microwave']"
underweight,male,vegetarian,twice a day,natural gas,private,hybrid,never,174,rarely,1545,medium,3,17,36,18,No,['Metal'],"['Stove', 'Microwave']",1721,['Metal'],"['Stove', 'Microwave']"
obese,female,vegan,more frequently,electricity,walk/bicycle,None,often,238,never,78,medium,1,12,31,5,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",889,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
normal,male,pescatarian,less frequently,coal,public,None,sometimes,280,very frequently,1483,medium,4,3,7,21,Sometimes,['Metal'],"['Stove', 'Microwave']",2940,['Metal'],"['Stove', 'Microwave']"
normal,female,vegetarian,twice a day,natural gas,private,lpg,often,275,very frequently,9964,large,5,19,12,23,Yes,"['Paper', 'Glass']",[],4712,"['Paper', 'Glass']",[]
underweight,female,vegetarian,more frequently,electricity,walk/bicycle,None,never,271,never,51,extra large,3,13,50,23,No,"['Paper', 'Metal']",[],1346,"['Paper', 'Metal']",[]
overweight,female,omnivore,daily,electricity,walk/bicycle,None,sometimes,189,rarely,13,small,6,15,25,8,Yes,"['Paper', 'Glass']",['Oven'],1218,"['Paper', 'Glass']",['Oven']
overweight,female,vegetarian,daily,natural gas,walk/bicycle,None,sometimes,86,never,75,small,4,6,2,6,No,['Paper'],"['Microwave', 'Grill', 'Airfryer']",771,['Paper'],"['Microwave', 'Grill', 'Airfryer']"
underweight,male,pescatarian,more frequently,electricity,walk/bicycle,None,sometimes,169,never,97,small,4,5,39,17,Sometimes,[],"['Stove', 'Oven']",1339,[],"['Stove', 'Oven']"
obese,female,omnivore,daily,natural gas,public,None,sometimes,208,rarely,94,extra large,3,11,35,14,Yes,"['Paper', 'Metal']",[],1801,"['Paper', 'Metal']",[]
normal,female,vegetarian,more frequently,wood,public,None,often,262,rarely,975,small,3,11,40,15,Sometimes,['Paper'],['Microwave'],1484,['Paper'],['Microwave']
underweight,male,vegan,daily,wood,walk/bicycle,None,sometimes,156,frequently,4,large,6,0,2,2,Sometimes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1619,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
normal,male,pescatarian,twice a day,coal,walk/bicycle,None,sometimes,68,never,69,medium,3,17,16,0,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1027,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,male,vegetarian,more frequently,electricity,private,petrol,sometimes,74,frequently,3430,large,6,8,28,7,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",3169,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']"
overweight,female,pescatarian,less frequently,wood,private,lpg,sometimes,108,frequently,7993,large,1,15,27,23,No,['Plastic'],"['Oven', 'Microwave']",4042,['Plastic'],"['Oven', 'Microwave']"
obese,male,vegan,twice a day,wood,private,diesel,sometimes,238,very frequently,4870,extra large,2,11,37,15,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",4631,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
underweight,male,omnivore,twice a day,electricity,walk/bicycle,None,often,241,frequently,21,small,6,13,47,23,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2305,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
obese,male,pescatarian,more frequently,electricity,walk/bicycle,None,sometimes,212,very frequently,31,small,6,10,47,0,No,"['Paper', 'Glass']",['Microwave'],2951,"['Paper', 'Glass']",['Microwave']
underweight,male,vegan,more frequently,wood,walk/bicycle,None,never,53,rarely,89,small,5,15,50,11,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1352,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
normal,female,omnivore,less frequently,natural gas,public,None,never,204,very frequently,1417,extra large,3,21,9,24,Yes,"['Paper', 'Glass', 'Metal']",['Oven'],2262,"['Paper', 'Glass', 'Metal']",['Oven']
underweight,female,vegetarian,more frequently,wood,walk/bicycle,None,often,67,rarely,57,small,5,13,9,4,Yes,"['Plastic', 'Metal']",['Oven'],863,"['Plastic', 'Metal']",['Oven']
overweight,male,pescatarian,less frequently,wood,private,electric,often,62,frequently,9123,medium,4,2,44,2,Yes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2539,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
obese,male,pescatarian,less frequently,wood,private,lpg,often,151,very frequently,9070,extra large,7,11,16,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",6816,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']"
normal,male,pescatarian,less frequently,natural gas,walk/bicycle,None,often,296,very frequently,41,extra large,6,1,5,16,Yes,"['Plastic', 'Metal']",['Microwave'],2928,"['Plastic', 'Metal']",['Microwave']
overweight,male,vegetarian,more frequently,wood,walk/bicycle,None,often,200,rarely,2,medium,6,12,19,19,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],1749,"['Paper', 'Plastic', 'Glass']",['Oven']
normal,female,omnivore,twice a day,natural gas,walk/bicycle,None,sometimes,166,never,99,medium,5,12,12,6,Yes,['Glass'],"['Stove', 'Microwave']",1145,['Glass'],"['Stove', 'Microwave']"
overweight,male,omnivore,daily,natural gas,public,None,sometimes,175,very frequently,1323,large,6,14,27,9,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",3454,"['Paper', 'Metal']","['Stove', 'Oven']"
obese,male,pescatarian,daily,natural gas,private,diesel,often,189,rarely,274,large,1,8,30,14,Yes,['Plastic'],['Microwave'],2066,['Plastic'],['Microwave']
normal,female,omnivore,twice a day,electricity,walk/bicycle,None,sometimes,52,frequently,16,medium,3,18,0,21,No,"['Paper', 'Metal']","['Grill', 'Airfryer']",1062,"['Paper', 'Metal']","['Grill', 'Airfryer']"
overweight,female,omnivore,more frequently,coal,private,lpg,never,125,never,8390,extra large,7,7,20,10,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4260,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,male,omnivore,less frequently,electricity,private,diesel,never,90,rarely,3379,extra large,1,22,50,10,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2128,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
obese,male,vegetarian,twice a day,coal,walk/bicycle,None,often,195,rarely,98,extra large,4,21,10,5,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1982,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,female,omnivore,less frequently,natural gas,walk/bicycle,None,often,159,frequently,67,large,6,16,10,18,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2186,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
overweight,male,vegetarian,twice a day,electricity,walk/bicycle,None,often,255,very frequently,51,large,5,13,8,12,No,['Glass'],"['Oven', 'Grill', 'Airfryer']",3010,['Glass'],"['Oven', 'Grill', 'Airfryer']"
overweight,male,vegetarian,more frequently,electricity,private,hybrid,never,208,never,2215,medium,4,11,32,15,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",1562,"['Paper', 'Glass']","['Oven', 'Microwave']"
obese,female,omnivore,less frequently,electricity,public,None,never,138,frequently,995,medium,4,8,21,16,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1568,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,male,vegan,twice a day,electricity,walk/bicycle,None,never,105,never,82,medium,4,22,22,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",790,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,male,pescatarian,daily,coal,public,None,often,230,rarely,1405,large,3,17,49,7,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",2566,"['Plastic', 'Glass']","['Stove', 'Oven']"
overweight,female,vegetarian,less frequently,electricity,private,electric,never,77,never,9206,medium,3,24,18,7,No,"['Plastic', 'Glass', 'Metal']",[],626,"['Plastic', 'Glass', 'Metal']",[]
overweight,male,vegetarian,more frequently,wood,walk/bicycle,None,often,262,rarely,31,medium,1,6,12,17,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",1501,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']"
obese,female,vegetarian,more frequently,electricity,private,petrol,never,261,rarely,5475,small,5,18,13,17,No,[],"['Stove', 'Oven']",3612,[],"['Stove', 'Oven']"
underweight,female,pescatarian,less frequently,electricity,walk/bicycle,None,often,65,very frequently,82,large,7,18,40,18,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],2361,"['Paper', 'Plastic', 'Metal']",['Oven']
obese,male,omnivore,daily,electricity,private,diesel,never,246,rarely,9663,medium,3,22,21,8,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",4347,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
normal,male,omnivore,daily,coal,public,None,often,119,frequently,1436,extra large,1,23,19,24,Sometimes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2240,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
obese,male,omnivore,twice a day,electricity,walk/bicycle,None,often,230,never,76,large,3,5,37,5,Sometimes,[],['Stove'],2045,[],['Stove']
normal,male,omnivore,twice a day,coal,public,None,never,135,very frequently,1253,large,2,0,12,14,Yes,['Glass'],"['Stove', 'Microwave']",2677,['Glass'],"['Stove', 'Microwave']"
underweight,female,pescatarian,daily,natural gas,walk/bicycle,None,sometimes,141,frequently,65,small,6,5,24,17,Sometimes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1793,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,male,omnivore,twice a day,wood,public,None,sometimes,173,rarely,500,extra large,5,23,11,10,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2313,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
underweight,male,pescatarian,daily,natural gas,walk/bicycle,None,often,180,never,43,small,3,11,26,11,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",996,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
normal,female,vegan,twice a day,wood,private,diesel,never,98,very frequently,5774,medium,7,2,8,1,Yes,['Glass'],"['Microwave', 'Grill', 'Airfryer']",3222,['Glass'],"['Microwave', 'Grill', 'Airfryer']"
obese,female,pescatarian,less frequently,wood,private,electric,sometimes,115,never,2062,medium,6,22,19,14,No,['Metal'],"['Stove', 'Oven']",1523,['Metal'],"['Stove', 'Oven']"
obese,male,omnivore,twice a day,natural gas,public,None,never,273,rarely,18,large,5,1,21,17,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2412,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,male,vegetarian,less frequently,natural gas,private,petrol,often,198,never,1741,large,6,6,42,13,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3325,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,female,omnivore,daily,natural gas,walk/bicycle,None,never,155,frequently,63,medium,7,3,14,9,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",1910,"['Paper', 'Metal']","['Oven', 'Microwave']"
underweight,male,vegan,less frequently,wood,private,diesel,never,196,frequently,5307,large,4,9,24,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],2673,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave']
normal,male,pescatarian,more frequently,wood,public,None,sometimes,135,rarely,1984,extra large,3,10,6,5,No,['Glass'],"['Oven', 'Microwave']",1644,['Glass'],"['Oven', 'Microwave']"
overweight,male,pescatarian,less frequently,natural gas,private,diesel,never,263,very frequently,7952,medium,3,23,5,17,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",4496,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']"
normal,male,vegetarian,less frequently,wood,walk/bicycle,None,never,55,rarely,93,medium,5,19,30,1,Yes,[],"['Oven', 'Microwave']",1474,[],"['Oven', 'Microwave']"
obese,female,pescatarian,less frequently,electricity,walk/bicycle,None,never,190,very frequently,29,large,7,23,1,17,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2761,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
obese,male,omnivore,less frequently,coal,private,hybrid,never,156,rarely,2073,small,4,4,24,1,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2011,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
overweight,male,vegan,less frequently,electricity,private,electric,often,82,frequently,9371,extra large,4,19,36,11,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2209,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,female,pescatarian,more frequently,wood,walk/bicycle,None,sometimes,77,never,7,extra large,4,21,49,13,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",1911,"['Plastic', 'Glass']","['Oven', 'Microwave']"
obese,female,pescatarian,more frequently,natural gas,walk/bicycle,None,sometimes,282,very frequently,36,small,6,0,24,5,Sometimes,"['Glass', 'Metal']",[],2551,"['Glass', 'Metal']",[]
underweight,female,vegan,less frequently,wood,walk/bicycle,None,often,101,never,35,extra large,2,20,12,15,No,['Plastic'],['Oven'],1045,['Plastic'],['Oven']
obese,male,vegetarian,more frequently,coal,public,None,never,205,very frequently,1787,extra large,3,1,47,13,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",3995,"['Paper', 'Plastic']","['Oven', 'Microwave']"
obese,female,pescatarian,less frequently,wood,private,electric,often,149,very frequently,8250,medium,4,14,42,24,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2901,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
obese,male,omnivore,more frequently,electricity,public,None,often,115,very frequently,909,large,4,15,34,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2958,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
overweight,female,pescatarian,daily,natural gas,public,None,often,135,never,356,medium,4,9,34,19,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1409,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,female,vegetarian,twice a day,natural gas,walk/bicycle,None,never,167,very frequently,47,small,5,6,19,21,Yes,[],['Stove'],2511,[],['Stove']
normal,male,vegetarian,twice a day,wood,private,diesel,never,175,very frequently,6142,extra large,4,13,17,11,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",4173,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
overweight,female,vegan,less frequently,natural gas,public,None,often,225,rarely,1808,extra large,5,18,8,21,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",1809,"['Plastic', 'Glass']","['Oven', 'Microwave']"
underweight,male,pescatarian,twice a day,wood,public,None,sometimes,205,very frequently,1578,medium,6,14,49,10,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2850,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
obese,female,pescatarian,less frequently,electricity,private,electric,often,114,never,3657,large,7,1,20,21,No,"['Paper', 'Plastic', 'Metal']",['Stove'],1466,"['Paper', 'Plastic', 'Metal']",['Stove']
underweight,female,omnivore,daily,coal,walk/bicycle,None,sometimes,148,very frequently,92,extra large,4,21,0,21,No,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2403,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
underweight,male,vegan,more frequently,electricity,walk/bicycle,None,never,128,never,74,small,5,2,40,3,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1045,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,male,vegan,more frequently,electricity,public,None,sometimes,128,rarely,120,small,4,21,40,24,No,"['Paper', 'Glass', 'Metal']",['Microwave'],1461,"['Paper', 'Glass', 'Metal']",['Microwave']
obese,male,vegetarian,more frequently,wood,walk/bicycle,None,never,279,frequently,19,extra large,6,23,36,15,No,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3290,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,female,vegan,twice a day,electricity,public,None,never,106,very frequently,521,extra large,6,11,10,7,Yes,[],"['Stove', 'Microwave']",2278,[],"['Stove', 'Microwave']"
normal,male,vegetarian,less frequently,electricity,walk/bicycle,None,sometimes,169,never,83,medium,7,5,25,13,No,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1443,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
underweight,female,vegan,less frequently,coal,public,None,sometimes,285,very frequently,501,medium,6,3,5,12,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave']",2225,['Metal'],"['Stove', 'Oven', 'Microwave']"
obese,male,pescatarian,less frequently,coal,public,None,never,151,very frequently,113,medium,5,23,1,0,No,"['Paper', 'Plastic']","['Stove', 'Oven']",3071,"['Paper', 'Plastic']","['Stove', 'Oven']"
obese,male,vegan,less frequently,wood,public,None,sometimes,130,never,654,large,1,16,25,19,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1183,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
underweight,male,pescatarian,less frequently,electricity,public,None,sometimes,228,frequently,1733,medium,4,19,12,2,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1580,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,female,pescatarian,more frequently,natural gas,walk/bicycle,None,often,159,never,83,medium,4,20,21,24,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",1386,['Metal'],"['Stove', 'Oven', 'Microwave']"
normal,male,pescatarian,daily,coal,public,None,often,209,rarely,707,extra large,2,23,6,17,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],1384,"['Paper', 'Glass', 'Metal']",['Stove']
underweight,female,omnivore,twice a day,wood,private,petrol,never,155,frequently,3756,extra large,6,13,42,22,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",3439,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']"
underweight,female,vegan,twice a day,natural gas,walk/bicycle,None,often,90,rarely,56,small,7,17,23,15,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],1103,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave']
normal,female,vegetarian,daily,electricity,private,petrol,often,81,frequently,7918,extra large,1,14,32,15,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",4286,[],"['Microwave', 'Grill', 'Airfryer']"
underweight,male,pescatarian,twice a day,wood,private,diesel,sometimes,50,rarely,4757,extra large,3,10,20,3,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],2272,"['Plastic', 'Glass', 'Metal']",['Oven']
normal,male,omnivore,daily,electricity,private,diesel,sometimes,105,rarely,4411,small,1,20,44,21,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2482,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,female,vegan,less frequently,coal,walk/bicycle,None,often,173,never,62,extra large,4,13,30,5,Sometimes,['Metal'],['Oven'],1565,['Metal'],['Oven']
